Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Customer_Engagement,Average_Call_Duration,Revenue_Per_Month
26,0,25,3,6958,157,107,50,2,2,1,25,801.675,0,314,44.037974683544306,30.833653846153844
22,0,23,2,9498,187,95,48,5,1,1,55,287.775,0,330,50.52127659574468,11.990625
18,0,24,5,3418,61,53,27,4,2,1,45,219.475,0,141,55.12903225806452,8.779
12,0,17,3,4955,56,237,18,3,1,1,30,1148.44,0,311,86.9298245614035,63.80222222222223
13,0,17,3,2053,35,22,15,3,1,1,30,171.52,1,72,57.02777777777778,9.52888888888889
8,0,34,1,4415,67,7,13,3,1,1,30,207.28,0,87,64.92647058823529,5.922285714285715
5,0,35,0,305,6,7,2,2,1,2,25,45.495,0,15,43.57142857142857,1.26375
10,0,33,1,2498,56,351,20,3,1,1,30,1506.16,0,427,43.824561403508774,44.29882352941177
10,0,34,1,4243,62,7,31,2,1,1,25,225.225,0,100,67.34920634920636,6.435
5,0,34,1,2438,54,7,29,1,1,1,15,175.56,0,90,44.32727272727273,5.016
11,0,34,1,3820,78,24,24,3,1,1,30,251.92,0,126,48.35443037974684,7.1977142857142855
5,0,34,1,2405,35,277,14,3,1,1,30,1205.6,0,326,66.80555555555556,34.44571428571428
13,0,33,2,9160,117,136,39,3,1,1,30,915.08,0,292,77.62711864406779,26.914117647058823
7,0,34,1,13818,165,7,40,3,1,1,30,587.32,0,212,83.24096385542168,16.78057142857143
7,0,34,1,4560,79,7,21,3,1,1,30,213.56,0,107,57.0,6.101714285714285
6,0,34,1,5963,91,7,8,3,1,1,30,270.16,0,106,64.81521739130434,7.718857142857144
9,0,34,0,2283,50,7,13,3,1,2,30,121.32,0,70,44.76470588235294,3.466285714285714
25,0,34,3,15185,221,46,28,3,1,1,30,800.24,0,295,68.40090090090091,22.864
5,0,34,1,3140,23,475,4,3,1,1,30,2026.52,0,502,130.83333333333334,57.900571428571425
9,0,33,1,15530,178,142,26,2,1,1,25,1345.86,0,346,86.75977653631286,39.58411764705882
5,0,33,1,6545,82,178,22,3,1,1,30,977.08,0,282,78.855421686747,28.73764705882353
5,0,33,0,920,10,7,7,2,1,2,25,73.35,0,24,83.63636363636364,2.1573529411764705
5,0,34,0,755,10,7,4,3,1,2,30,58.6,0,21,68.63636363636364,1.6742857142857144
5,0,33,0,305,6,7,2,2,1,2,25,45.495,1,15,43.57142857142857,1.3380882352941175
5,0,33,1,7553,123,376,39,2,1,1,25,2037.42,0,538,60.91129032258065,59.92411764705883
7,0,33,1,11510,150,7,43,4,1,1,45,309.0,0,200,76.2251655629139,9.088235294117647
8,0,33,1,6763,71,100,33,2,1,1,25,757.53,0,204,93.93055555555556,22.28029411764706
23,0,29,0,1000,43,8,13,2,1,2,25,82.935,1,64,22.727272727272727,2.7645
21,0,32,8,10480,89,7,38,5,1,1,55,169.035,0,134,116.44444444444444,5.122272727272727
13,0,32,1,5863,94,18,20,2,1,1,25,349.065,1,132,61.71578947368421,10.577727272727273
5,0,30,1,2885,18,7,10,3,1,1,30,144.12,0,35,151.8421052631579,4.6490322580645165
9,0,31,0,3035,37,7,12,3,1,2,30,150.88,1,56,79.86842105263158,4.715
9,1,32,0,2313,40,26,27,3,1,2,30,198.12,1,93,56.41463414634146,6.003636363636364
5,0,32,0,305,6,7,2,3,1,2,30,40.44,1,15,43.57142857142857,1.2254545454545454
5,0,32,1,305,6,7,2,3,1,1,30,40.44,0,15,43.57142857142857,1.2254545454545454
5,0,29,1,6830,93,7,18,5,1,1,55,114.345,0,118,72.65957446808511,3.8115
5,0,32,0,305,6,7,2,4,1,2,45,25.275,1,15,43.57142857142857,0.7659090909090909
5,0,32,1,305,6,7,2,5,1,1,55,15.165,1,15,43.57142857142857,0.45954545454545453
25,0,27,3,16120,234,7,76,2,1,1,25,767.43,0,317,68.59574468085107,27.408214285714283
6,0,30,3,7010,112,263,29,2,2,1,25,1503.99,0,404,62.0353982300885,48.5158064516129
5,0,32,1,3763,78,7,24,2,1,1,25,204.345,0,109,47.63291139240506,6.192272727272727
5,0,31,0,1710,40,30,16,3,1,2,30,190.0,0,86,41.707317073170735,5.9375
6,0,32,1,2825,49,167,19,2,1,1,25,880.83,0,235,56.5,26.69181818181818
5,0,23,1,1360,32,185,7,2,2,1,25,895.14,0,224,41.21212121212121,37.2975
5,0,22,1,1613,35,22,64,4,1,1,45,96.2,0,121,44.80555555555556,4.182608695652174
11,0,23,0,745,21,7,3,2,1,2,25,65.97,0,31,33.86363636363637,2.74875
5,0,22,0,305,6,13,2,4,1,2,45,40.275,0,21,43.57142857142857,1.751086956521739
10,0,21,1,1270,28,11,9,2,1,1,25,107.91,0,48,43.793103448275865,4.905
5,0,21,1,3270,57,7,19,3,1,1,30,161.08,0,83,56.37931034482759,7.321818181818182
5,0,14,1,1740,22,20,10,2,1,1,25,169.29,0,52,75.65217391304348,11.286
16,0,13,1,6438,137,77,38,2,2,1,25,642.375,0,252,46.65217391304348,45.88392857142857
12,0,11,1,8978,167,65,36,4,1,1,45,391.125,0,268,53.44047619047619,32.59375
8,0,12,3,2898,41,23,15,3,1,1,30,209.56,0,79,69.0,16.12
5,0,5,1,4435,36,207,6,3,1,1,30,1006.84,0,249,119.86486486486487,167.80666666666667
5,1,5,0,1533,15,7,3,3,1,1,30,89.92,1,25,95.8125,14.986666666666666
15,0,43,1,4855,85,23,24,3,1,1,30,289.6,0,132,56.45348837209303,6.581818181818182
7,0,44,0,803,19,25,11,3,1,2,30,132.88,0,55,40.15,2.952888888888889
17,0,42,1,2938,74,377,31,3,1,1,30,1628.48,0,482,39.17333333333333,37.87162790697675
17,0,43,1,4683,80,19,42,1,1,1,15,366.465,0,141,57.81481481481482,8.32875
10,0,43,1,2878,72,20,40,2,1,1,25,222.75,0,132,39.42465753424658,5.0625
18,0,43,2,4260,96,50,35,3,1,1,30,374.24,0,181,43.91752577319588,8.505454545454546
11,0,43,1,2845,53,303,25,3,1,1,30,1327.92,0,381,52.68518518518518,30.180000000000003
20,0,42,3,9600,135,162,50,3,1,1,30,1037.4,0,347,70.58823529411765,24.12558139534884
14,0,43,1,14258,183,18,51,3,1,1,30,649.64,0,252,77.48913043478261,14.764545454545454
14,0,43,2,5000,97,20,32,3,1,1,30,283.88,0,149,51.02040816326531,6.451818181818182
13,0,43,1,6403,109,25,19,3,1,1,30,360.48,0,153,58.20909090909091,8.192727272727273
16,1,43,0,2723,68,26,24,3,1,2,30,215.64,0,118,39.46376811594203,4.90090909090909
32,0,43,4,15625,239,72,39,3,1,1,30,922.56,0,350,65.10416666666667,20.967272727272725
11,0,43,2,3580,41,501,15,3,1,1,30,2148.84,0,557,85.23809523809524,48.83727272727273
16,0,42,1,15970,196,168,37,2,1,1,25,1483.47,0,401,81.06598984771574,34.4993023255814
10,0,42,2,6985,100,204,33,3,1,1,30,1099.4,0,337,69.15841584158416,25.56744186046512
7,0,42,0,1360,28,18,18,2,1,2,25,143.46,0,64,46.89655172413793,3.3362790697674423
9,0,43,0,1195,28,31,15,3,1,2,30,172.92,0,74,41.206896551724135,3.9299999999999997
7,0,42,0,485,14,18,7,2,1,2,25,103.455,1,39,32.333333333333336,2.4059302325581395
10,0,42,1,7993,141,402,50,3,1,1,30,1933.36,0,593,56.2887323943662,44.961860465116274
14,0,42,2,11950,168,29,54,4,1,1,45,375.45,0,251,70.71005917159763,8.731395348837209
15,0,42,2,7203,89,126,44,2,1,1,25,895.14,0,259,80.03333333333333,20.81720930232558
30,0,38,0,1440,61,34,24,3,1,2,30,196.04,1,119,23.225806451612904,5.026666666666666
28,0,41,9,10920,107,19,49,5,2,1,55,193.905,0,175,101.11111111111111,4.616785714285714
20,0,41,2,6303,112,44,31,2,1,1,25,486.675,0,187,55.7787610619469,11.5875
8,0,39,1,3325,36,18,21,3,1,1,30,206.44,0,75,89.86486486486487,5.161
16,1,40,0,3475,55,27,23,3,1,2,30,249.2,1,105,62.05357142857143,6.078048780487805
16,1,41,0,2753,58,52,38,4,1,2,45,200.275,1,148,46.66101694915254,4.768452380952381
7,1,41,0,618,16,18,9,3,1,2,30,97.36,1,43,36.35294117647059,2.318095238095238
8,0,41,1,2153,39,18,13,4,1,1,45,99.8,0,70,53.825,2.376190476190476
10,0,38,2,7270,111,32,29,5,1,1,55,158.715,0,172,64.91071428571429,4.069615384615385
7,0,41,0,1113,21,27,11,4,1,2,45,95.85,1,59,50.59090909090909,2.282142857142857
7,0,41,2,823,18,22,9,5,1,1,55,45.615,0,49,43.31578947368421,1.0860714285714286
32,1,36,4,16560,252,18,87,2,2,1,25,837.54,0,357,65.45454545454545,22.636216216216216
13,0,39,4,7450,130,289,40,3,2,1,30,1459.2,0,459,56.87022900763359,36.480000000000004
9,0,41,1,4203,96,20,35,3,1,1,30,251.96,0,151,43.329896907216494,5.999047619047619
10,0,40,0,2150,58,56,27,3,1,2,30,312.32,0,141,36.440677966101696,7.617560975609756
13,0,41,1,3265,67,193,30,2,1,1,25,1018.44,0,290,48.01470588235294,24.24857142857143
11,0,32,2,1800,50,211,18,3,2,1,30,918.0,0,279,35.294117647058826,27.818181818181817
11,0,31,1,2053,53,48,75,5,1,1,55,103.59,0,176,38.01851851851852,3.2371875
18,0,32,0,1185,39,28,14,3,1,2,30,160.96,0,81,29.625,4.877575757575758
7,0,31,0,1310,24,39,10,4,1,2,45,130.85,0,73,52.4,4.0890625
17,0,30,1,1710,46,37,20,2,1,1,25,245.52,0,103,36.38297872340426,7.92
9,0,30,1,3710,75,26,30,3,1,1,30,255.4,0,131,48.81578947368421,8.238709677419354
9,0,23,1,2180,40,46,21,3,1,1,30,272.8,0,107,53.170731707317074,11.366666666666667
23,0,22,2,6878,155,103,49,2,2,1,25,779.985,0,307,44.08974358974359,33.91239130434783
19,0,20,1,9418,185,91,47,5,1,1,55,280.545,0,323,50.634408602150536,13.359285714285715
15,0,21,4,3338,59,49,26,3,1,1,30,331.88,0,134,55.63333333333333,15.085454545454546
9,0,14,2,4875,54,233,17,3,1,1,30,1129.16,0,304,88.63636363636364,75.27733333333335
10,0,14,2,1973,33,18,14,3,1,1,30,152.24,1,65,58.029411764705884,10.149333333333335
11,0,37,1,4495,69,7,14,3,1,1,30,210.56,0,90,64.21428571428571,5.541052631578947
5,0,38,0,305,6,7,2,3,1,2,30,40.44,0,15,43.57142857142857,1.0369230769230768
13,0,36,1,2578,58,355,21,3,1,1,30,1525.44,0,434,43.69491525423729,41.22810810810811
13,0,37,1,4323,64,7,32,1,1,1,15,279.785,0,103,66.50769230769231,7.3627631578947375
6,0,37,1,2518,56,7,30,2,1,1,25,147.33,0,93,44.175438596491226,3.8771052631578953
14,0,37,2,3900,80,28,25,3,1,1,30,271.2,0,133,48.148148148148145,7.136842105263158
7,0,37,1,2485,37,281,15,3,1,1,30,1224.88,0,333,65.39473684210526,32.23368421052632
16,0,36,3,9240,119,140,40,3,1,1,30,934.36,0,299,77.0,25.252972972972973
10,0,37,1,13898,167,7,41,3,1,1,30,590.6,0,215,82.72619047619048,15.542105263157895
10,0,37,2,4640,81,7,22,3,1,1,30,216.84,0,110,56.58536585365854,5.706315789473685
9,0,37,1,6043,93,7,9,3,1,1,30,273.44,0,109,64.2872340425532,7.1957894736842105
12,0,37,0,2363,52,7,14,3,1,2,30,124.6,0,73,44.58490566037736,3.2789473684210524
28,0,37,4,15265,223,50,29,3,2,1,30,819.52,0,302,68.14732142857143,21.566315789473684
7,0,37,2,3220,25,479,5,3,1,1,30,2045.8,0,509,123.84615384615384,53.83684210526316
12,0,36,1,15610,180,146,27,2,1,1,25,1367.55,0,353,86.24309392265194,36.96081081081081
6,0,36,2,6625,84,182,23,3,1,1,30,996.36,0,289,77.94117647058823,26.92864864864865
5,0,36,0,1000,12,7,8,2,1,2,25,77.04,0,27,76.92307692307692,2.082162162162162
5,0,37,0,835,12,9,5,3,1,2,30,69.88,0,26,64.23076923076923,1.8389473684210524
5,0,36,0,305,6,7,2,2,1,2,25,45.495,1,15,43.57142857142857,1.2295945945945945
6,0,36,1,7633,125,380,40,3,1,1,30,1830.32,0,545,60.57936507936508,49.468108108108105
10,0,36,2,11590,152,7,44,4,1,1,45,311.05,0,203,75.7516339869281,8.406756756756756
11,0,36,2,6843,73,104,34,2,1,1,25,779.22,0,211,92.47297297297297,21.060000000000002
26,1,32,0,1080,45,12,14,3,1,2,30,93.0,1,71,23.47826086956522,2.8181818181818183
24,0,35,9,10560,91,7,39,5,1,1,55,170.265,0,137,114.78260869565217,4.729583333333333
16,0,35,2,5943,96,22,21,2,1,1,25,370.755,1,139,61.2680412371134,10.29875
5,0,33,1,2965,20,7,11,3,1,1,30,147.4,0,38,141.1904761904762,4.335294117647059
12,1,34,0,3115,39,7,13,3,1,2,30,154.16,1,59,77.875,4.404571428571429
12,0,35,0,2393,42,30,28,4,1,2,45,135.875,1,100,55.651162790697676,3.7743055555555554
5,1,35,0,305,6,7,2,3,1,2,30,40.44,1,15,43.57142857142857,1.1233333333333333
5,0,35,1,1793,23,7,3,4,1,1,45,62.9,0,33,74.70833333333333,1.7472222222222222
6,0,32,2,6910,95,10,19,5,1,1,55,120.075,0,124,71.97916666666667,3.6386363636363637
5,0,35,0,305,6,7,2,4,1,2,45,25.275,1,15,43.57142857142857,0.7020833333333333
5,0,35,1,305,6,7,2,5,1,1,55,15.165,0,15,43.57142857142857,0.42124999999999996
28,0,30,4,16200,236,7,77,2,2,1,25,771.12,0,320,68.35443037974683,24.87483870967742
9,0,33,4,7090,114,267,30,3,2,1,30,1356.16,0,411,61.65217391304348,39.887058823529415
5,0,35,1,3843,80,7,25,3,1,1,30,184.92,0,112,47.44444444444444,5.136666666666667
6,0,34,0,1790,42,34,17,3,1,2,30,209.28,0,93,41.627906976744185,5.9794285714285715
9,0,35,1,2905,51,171,20,2,1,1,25,902.52,0,242,55.86538461538461,25.07
7,0,26,2,1440,34,189,8,3,2,1,30,814.96,0,231,41.142857142857146,30.183703703703706
7,0,25,1,1693,37,26,65,5,1,1,55,64.95,0,128,44.55263157894737,2.498076923076923
14,0,26,0,825,23,7,4,3,1,2,30,61.92,0,34,34.375,2.2933333333333334
5,0,25,0,305,6,17,2,4,1,2,45,50.275,0,25,43.57142857142857,1.9336538461538462
13,0,24,1,1350,30,15,10,2,1,1,25,129.6,0,55,43.54838709677419,5.184
5,0,24,1,3350,59,7,20,3,1,1,30,164.36,0,86,55.833333333333336,6.574400000000001
5,0,17,1,1820,24,24,11,3,1,1,30,169.76,0,59,72.8,9.431111111111111
19,0,16,2,6518,139,81,39,2,2,1,25,664.065,0,259,46.55714285714286,39.06264705882353
15,0,14,1,9058,169,69,37,5,1,1,55,241.905,0,275,53.28235294117647,16.127
11,0,15,4,2978,43,27,16,3,1,1,30,228.84,0,86,67.68181818181819,14.3025
5,0,8,2,4515,38,211,7,3,1,1,30,1026.12,0,256,115.76923076923077,114.01333333333332
6,1,8,2,1613,17,7,4,3,1,1,30,93.2,1,28,89.61111111111111,10.355555555555556
17,0,40,3,5275,87,33,34,3,1,1,30,346.48,0,154,59.94318181818182,8.450731707317074
9,0,41,0,1223,21,35,21,3,1,2,30,189.76,0,77,55.59090909090909,4.5180952380952375
19,0,39,3,3358,76,387,41,3,1,1,30,1685.36,0,504,43.61038961038961,42.134
19,0,40,3,5103,82,29,52,1,1,1,15,444.675,0,163,61.48192771084337,10.845731707317073
12,0,40,3,3298,74,30,50,2,1,1,25,286.74,0,154,43.973333333333336,6.993658536585366
20,0,40,4,4680,98,60,45,3,1,1,30,431.12,0,203,47.27272727272727,10.515121951219513
13,0,40,3,3265,55,313,35,4,1,1,45,865.5,0,403,58.30357142857143,21.109756097560975
22,1,39,5,10020,137,172,60,3,1,1,30,1094.28,0,369,72.6086956521739,27.357
16,0,40,3,14678,185,28,61,3,1,1,30,706.52,0,274,78.91397849462365,17.232195121951218
16,0,40,4,5420,99,30,42,3,1,1,30,340.76,0,171,54.2,8.311219512195121
15,0,40,3,6823,111,35,29,3,1,1,30,417.36,0,175,60.919642857142854,10.179512195121951
18,0,40,0,3143,70,36,34,3,1,2,30,272.52,0,140,44.267605633802816,6.646829268292683
34,1,40,6,16045,241,82,49,3,2,1,30,979.44,0,372,66.30165289256199,23.88878048780488
13,0,40,4,4000,43,511,25,4,1,1,45,1378.575,0,579,90.9090909090909,33.62378048780488
18,0,39,3,16390,198,178,47,2,1,1,25,1547.46,0,423,82.36180904522612,38.6865
12,0,39,4,7405,102,214,43,3,1,1,30,1156.28,0,359,71.89320388349515,28.907
9,0,39,0,1780,30,28,28,2,1,2,25,207.45,0,86,57.41935483870968,5.186249999999999
11,0,40,0,1615,30,41,25,3,1,2,30,229.8,0,96,52.096774193548384,5.604878048780488
9,1,39,0,905,16,28,17,2,1,2,25,167.445,1,61,53.23529411764706,4.186125
12,0,39,3,8413,143,412,60,3,1,1,30,1990.24,0,615,58.423611111111114,49.756
16,0,39,4,12370,170,39,64,4,1,1,45,411.0,0,273,72.3391812865497,10.275
17,0,39,4,7623,91,136,54,2,2,1,25,959.13,0,281,82.8586956521739,23.97825
32,1,35,0,1860,63,44,34,3,1,2,30,252.92,1,141,29.0625,7.025555555555555
30,0,38,1,11340,109,29,59,5,1,1,55,215.235,0,197,103.0909090909091,5.518846153846154
22,0,38,4,6723,114,54,41,3,1,1,30,489.48,0,209,58.46086956521739,12.550769230769232
10,0,36,3,3745,38,28,31,3,1,1,30,263.32,0,97,96.02564102564102,7.1167567567567565
18,1,37,0,3895,57,37,33,3,1,2,30,306.08,1,127,67.15517241379311,8.054736842105262
18,0,38,0,3173,60,62,48,4,1,2,45,235.825,1,170,52.01639344262295,6.046794871794871
9,0,38,0,1038,18,28,19,3,1,2,30,154.24,1,65,54.63157894736842,3.9548717948717953
10,0,38,3,2573,41,28,23,4,1,1,45,135.35,0,92,61.26190476190476,3.47051282051282
12,0,35,4,7690,113,42,39,5,1,1,55,180.045,0,194,67.45614035087719,5.00125
9,0,38,0,1533,23,37,21,4,1,2,45,131.4,1,81,63.875,3.3692307692307693
9,0,38,4,1243,20,32,19,5,1,1,55,66.945,0,71,59.19047619047619,1.7165384615384613
34,0,33,6,16980,254,28,97,2,2,1,25,901.53,0,379,66.58823529411765,26.515588235294118
15,0,36,6,7870,132,299,50,3,2,1,30,1516.08,0,481,59.17293233082707,40.97513513513513
11,0,38,3,4623,98,30,45,3,1,1,30,308.84,0,173,46.696969696969695,7.918974358974358
12,1,37,0,2570,60,66,37,4,1,2,45,230.75,1,163,42.131147540983605,6.072368421052632
15,0,38,3,3685,69,203,40,2,1,1,25,1082.43,0,312,52.642857142857146,27.754615384615388
13,0,29,4,2220,52,221,28,3,2,1,30,974.88,0,301,41.886792452830186,32.496
13,0,28,3,2473,55,58,85,5,1,1,55,124.92,0,198,44.160714285714285,4.307586206896552
20,0,29,0,1605,41,38,24,3,1,2,30,217.84,0,103,38.214285714285715,7.261333333333334
9,0,28,0,1730,26,49,20,4,1,2,45,166.4,0,95,64.07407407407408,5.7379310344827585
19,0,27,3,2130,48,47,30,2,1,1,25,309.51,0,125,43.46938775510204,11.053928571428571
11,0,27,3,4130,77,36,40,3,1,1,30,312.28,0,153,52.94871794871795,11.152857142857142
11,0,20,3,2600,42,56,31,3,1,1,30,329.68,0,129,60.46511627906977,15.699047619047619
25,0,19,4,7298,157,113,59,2,2,1,25,843.975,0,329,46.18987341772152,42.198750000000004
21,0,17,3,9838,187,101,57,5,1,1,55,301.875,0,345,52.329787234042556,16.770833333333332
17,0,18,6,3758,61,59,36,3,2,1,30,388.76,0,156,60.61290322580645,20.461052631578948
11,0,11,4,5295,56,243,27,3,2,1,30,1186.04,0,326,92.89473684210526,98.83666666666666
12,1,11,4,2393,35,28,24,3,1,1,30,209.12,1,87,66.47222222222223,17.426666666666666
9,0,40,0,4075,67,7,4,3,1,1,30,193.68,0,78,59.9264705882353,4.72390243902439
5,0,41,0,305,6,7,2,3,1,2,30,40.44,0,15,43.57142857142857,0.9628571428571429
11,0,39,0,2158,56,345,11,3,1,1,30,1468.56,0,412,37.85964912280702,36.714
11,0,40,0,3903,62,7,22,1,1,1,15,256.575,0,91,61.95238095238095,6.257926829268293
5,0,40,0,2098,54,7,20,2,1,1,25,128.34,0,81,38.14545454545455,3.1302439024390245
12,0,40,0,3480,78,18,15,3,1,1,30,214.32,0,111,44.050632911392405,5.227317073170732
5,0,40,0,2065,35,271,5,3,1,1,30,1168.0,0,311,57.361111111111114,28.48780487804878
14,0,39,1,8820,117,130,30,3,1,1,30,877.48,0,277,74.7457627118644,21.937
8,0,40,0,13478,165,7,31,3,1,1,30,573.72,0,203,81.19277108433735,13.993170731707318
8,0,40,0,4220,79,7,12,3,1,1,30,199.96,0,98,52.75,4.877073170731707
7,0,40,1,5623,91,7,17,3,1,1,30,256.56,0,115,61.119565217391305,6.257560975609756
10,0,40,0,1943,50,7,4,3,1,2,30,107.72,0,61,38.09803921568628,2.627317073170732
26,0,40,2,14845,221,40,19,3,1,1,30,762.64,0,280,66.86936936936937,18.600975609756098
5,0,40,1,2800,23,469,9,3,1,1,30,1988.92,0,501,116.66666666666667,48.51024390243903
10,0,39,0,15190,178,136,17,2,1,1,25,1303.56,0,331,84.86033519553072,32.589
5,0,39,0,6205,82,172,13,3,1,1,30,939.48,0,267,74.75903614457832,23.487000000000002
5,0,39,0,580,10,7,2,2,1,2,25,58.05,0,19,52.72727272727273,1.45125
5,0,40,0,415,10,7,2,3,1,2,30,45.0,0,19,37.72727272727273,1.0975609756097562
5,0,39,0,7213,123,370,30,3,1,1,30,1773.44,0,523,58.16935483870968,44.336
8,0,39,0,11170,150,7,34,4,1,1,45,300.5,0,191,73.97350993377484,7.5125
9,0,39,0,6423,71,94,24,2,1,1,25,715.23,0,189,89.20833333333333,17.88075
24,0,35,0,660,43,7,4,3,1,2,30,56.12,1,54,15.0,1.5588888888888888
22,0,38,7,10140,89,7,29,5,1,1,55,163.935,0,125,112.66666666666667,4.203461538461538
14,0,38,0,5523,94,12,11,2,1,1,25,306.765,1,117,58.136842105263156,7.865769230769231
5,0,36,1,2545,18,7,6,3,1,1,30,130.52,0,31,133.94736842105263,3.527567567567568
10,0,37,0,2695,37,7,3,3,1,2,30,137.28,1,47,70.92105263157895,3.6126315789473686
10,0,38,0,1973,40,20,18,3,1,2,30,160.52,1,78,48.1219512195122,4.115897435897436
5,1,38,0,305,6,7,2,3,1,2,30,40.44,1,15,43.57142857142857,1.0369230769230768
5,0,38,1,1373,21,7,2,4,1,1,45,52.35,0,30,62.40909090909091,1.3423076923076924
5,0,35,0,6490,93,7,9,5,1,1,55,109.245,0,109,69.04255319148936,3.0345833333333334
5,0,38,0,305,6,7,2,4,1,2,45,25.275,1,15,43.57142857142857,0.648076923076923
5,0,38,0,305,6,7,2,5,1,1,55,15.165,0,15,43.57142857142857,0.38884615384615384
26,0,33,2,15780,234,7,67,2,1,1,25,752.13,0,308,67.14893617021276,22.121470588235294
7,0,36,2,6670,112,257,20,3,2,1,30,1299.28,0,389,59.02654867256637,35.115675675675675
5,0,38,0,3423,78,7,15,3,1,1,30,168.04,0,100,43.32911392405063,4.308717948717948
5,0,37,0,1370,40,24,7,3,1,2,30,152.4,0,71,33.41463414634146,4.010526315789474
7,0,38,0,2485,49,161,10,2,1,1,25,838.53,0,220,49.7,21.50076923076923
5,0,29,1,1020,32,179,2,3,2,1,30,758.08,0,213,30.90909090909091,25.269333333333336
5,0,28,0,1273,35,16,55,4,1,1,45,72.7,0,106,35.361111111111114,2.506896551724138
12,0,29,0,405,21,7,2,3,1,2,30,45.04,0,30,18.40909090909091,1.5013333333333334
5,0,28,0,305,6,7,2,4,1,2,45,25.275,0,15,43.57142857142857,0.871551724137931
11,0,27,1,930,28,7,2,2,1,1,25,74.61,0,37,32.06896551724138,2.6646428571428573
5,0,27,0,2930,57,7,10,3,1,1,30,147.48,0,74,50.51724137931034,5.267142857142857
5,0,20,1,1400,22,14,2,2,1,1,25,126.99,0,38,60.869565217391305,6.047142857142857
17,0,19,0,6098,137,71,29,2,2,1,25,600.075,0,237,44.18840579710145,30.003750000000004
13,0,17,0,8638,167,59,27,5,1,1,55,220.575,0,253,51.416666666666664,12.254166666666666
9,0,18,2,2558,41,17,6,3,1,1,30,171.96,0,64,60.904761904761905,9.050526315789474
5,0,11,1,4095,36,201,25,3,1,1,30,969.24,0,262,110.67567567567568,80.77
5,1,11,1,1193,15,7,2,3,1,1,30,76.32,1,24,74.5625,6.359999999999999
13,0,41,2,4790,83,44,23,3,1,1,30,370.92,0,150,57.023809523809526,8.831428571428571
5,0,42,0,738,17,46,10,3,1,2,30,214.2,0,73,41.0,4.981395348837209
15,0,40,2,2873,72,398,30,3,1,1,30,1709.8,0,500,39.35616438356164,41.702439024390245
15,0,41,2,4618,78,40,41,1,1,1,15,478.28,0,159,58.45569620253165,11.387619047619047
8,0,41,2,2813,70,41,39,2,1,1,25,314.235,0,150,39.61971830985915,7.4817857142857145
16,0,41,3,4195,94,71,34,3,1,1,30,455.56,0,199,44.1578947368421,10.846666666666668
9,0,41,2,2780,51,324,24,4,1,1,45,880.775,0,399,53.46153846153846,20.97083333333333
18,0,40,4,9535,133,183,49,3,1,1,30,1118.72,0,365,71.15671641791045,27.285853658536585
12,0,41,2,14193,181,39,50,3,1,1,30,730.96,0,270,77.98351648351648,17.403809523809525
12,0,41,3,4935,95,41,31,4,1,1,45,228.25,0,167,51.40625,5.434523809523809
11,0,41,2,6338,107,46,18,3,1,1,30,441.8,0,171,58.68518518518518,10.519047619047619
14,1,41,0,2658,66,47,23,4,1,2,45,185.6,0,136,39.67164179104478,4.419047619047619
30,0,41,5,15560,237,93,38,3,1,1,30,1003.88,0,368,65.3781512605042,23.901904761904763
9,0,41,3,3515,39,522,14,4,1,1,45,1393.85,0,575,87.875,33.186904761904756
14,0,40,2,15905,194,189,36,3,1,1,30,1399.96,0,419,81.56410256410257,34.14536585365854
8,0,40,3,6920,98,225,32,4,1,1,45,737.95,0,355,69.8989898989899,17.99878048780488
5,0,40,0,1295,26,39,17,3,1,2,30,208.84,0,82,47.96296296296296,5.093658536585366
7,0,41,0,1130,26,52,14,3,1,2,30,254.24,0,92,41.851851851851855,6.053333333333334
5,0,40,0,420,12,39,6,3,1,2,30,173.28,1,57,32.30769230769231,4.226341463414634
8,0,40,2,7928,139,423,49,3,1,1,30,2014.68,0,611,56.628571428571426,49.138536585365856
12,0,40,3,11885,166,50,53,4,1,1,45,426.275,0,269,71.16766467065868,10.396951219512195
13,0,40,3,7138,87,147,43,3,1,1,30,877.0,0,277,81.11363636363636,21.390243902439025
28,1,36,0,1375,59,55,23,3,1,2,30,277.36,1,137,22.916666666666668,7.496216216216217
26,0,39,10,10855,105,40,48,5,2,1,55,224.4,0,193,102.40566037735849,5.61
18,0,39,3,6238,110,65,30,3,1,1,30,513.92,0,205,56.1981981981982,12.847999999999999
6,0,37,2,3260,34,39,20,4,1,1,45,179.85,0,93,93.14285714285714,4.7328947368421055
14,0,38,0,3410,53,48,22,3,1,2,30,330.52,1,123,63.148148148148145,8.474871794871794
14,1,39,0,2688,56,73,37,4,1,2,45,251.1,1,166,47.1578947368421,6.2775
5,0,39,0,553,14,39,8,3,1,2,30,178.68,1,61,36.86666666666667,4.4670000000000005
6,0,39,2,2088,37,39,12,4,1,1,45,150.625,0,88,54.94736842105263,3.765625
8,0,36,3,7205,109,53,28,5,1,1,55,189.21,0,190,65.5,5.113783783783784
5,0,39,0,1048,19,48,10,4,1,2,45,146.675,1,77,52.4,3.666875
5,0,39,3,758,16,43,8,5,1,1,55,76.11,0,67,44.588235294117645,1.90275
